MAKE,MODEL,PRICE,YEAR,KILOMETER,FUEL TYPE,TRANSMISSION,COLOR,OWNER,SELLER TYPE,ENGINE CAPACITY ,MAX POWER,MAX TORQUE,DRIVETRAIN,LENGTH,WIDTH,HEIGHT,SEATING CAPACITY,FUEL TANK CAPACITY
BMW,X5 xDrive30d xLine,207500,2020,29000,Diesel,Automatic,Blue,First,Individual,2993,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,AWD,4922,2004,1745,5,80
Volvo,S90 D4 Inscription,150000,2020,2600,Diesel,Automatic,Blue,First,Individual,1969,187 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD,4963,1879,1443,5,55
Hyundai,Xcent S 1.1 CRDi (O),9750,2014,81000,Diesel,Manual,White,First,Individual,1120,71 bhp @ 4000 rpm,180 Nm @ 1750 rpm,FWD,3995,1660,1520,5,43
Hyundai,Verna Fluidic 1.6 VTVT SX,9625,2011,73000,Petrol,Manual,Grey,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Ford,Endeavour Titanium 3.2 4x4 AT,91250,2019,34000,Diesel,Automatic,Black,First,Individual,3198,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80
Hyundai,Verna Fluidic 1.6 VTVT SX,13675,2013,36623,Petrol,Manual,Silver,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Hyundai,Creta SX 1.6 AT Petrol,32375,2018,30000,Petrol,Automatic,Black,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],14250,2022,5000,Petrol,Manual,White,First,Individual,,,,,3655,1620,1675,5,32
Honda,CR-V 2.4 AT,21125,2014,80121,Petrol,Automatic,White,Second,Individual,,,,,,,,,
Hyundai,i10 Sportz 1.2 Kappa2,6250,2011,64000,Petrol,Manual,Grey,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Toyota,Corolla Altis VL AT Petrol,41750,2019,39000,Petrol,Automatic,Brown,Second,Individual,1798,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620,1775,1475,5,55
Maruti Suzuki,Vitara Brezza ZDi,22250,2017,70000,Diesel,Manual,Maroon,Second,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Audi,A3 35 TDI Premium Plus + Sunroof,59500,2019,36000,Diesel,Automatic,White,Second,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Maruti Suzuki,Baleno Alpha Automatic,19375,2018,40000,Petrol,Automatic,Red,First,Individual,1197,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995,1745,1510,5,37
Mercedes-Benz,E-Class 200,176250,2022,1102,Petrol,Manual,Black,UnRegistered Car,Individual,,,,,,,,,
Volkswagen,Polo 1.5 TDI,12500,2014,62000,Diesel,Manual,Brown,First,Individual,1498,89 bhp @ 4200 rpm,230 Nm @ 1500 rpm,FWD,3987,1698,1483,5,45
Mercedes-Benz,C-Class 250 CDI Avantgarde,16875,2011,97000,Diesel,Automatic,Black,First,Individual,2143,207@4200,500@1600,RWD,4596,2020,1447,5,66
Volkswagen,Polo Highline1.2L (P),13125,2014,43550,Petrol,Manual,Orange,First,Individual,1198,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970,1682,1453,5,45
Ford,Ecosport Titanium + 1.5L TDCi [2019-2020],21250,2019,28000,Diesel,Manual,White,First,Individual,1498,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3998,1765,1647,5,52
Renault,Kwid 1.0 RXL [2017-2019],9750,2018,47874,Petrol,Manual,Red,First,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28
Hyundai,Verna 1.6 CRDI SX (O),24125,2018,87001,Diesel,Manual,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
Ssangyong,Rexton RX7,24375,2013,72000,Diesel,Automatic,Silver,First,Individual,2696,184 bhp @ 4000 rpm,402 Nm @ 3000 rpm,AWD,4755,1900,1785,7,78
BMW,X1 sDrive20d xLine,75625,2019,59000,Diesel,Automatic,Blue,First,Individual,1995,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
Toyota,Innova 2.5 V 7 STR,16250,2012,143477,Diesel,Manual,Gold,Second,Individual,2494,102@5600,200@1400,,4555,1770,1755,7,55
Audi,A3 35 TDI Premium Plus,34750,2014,85900,Diesel,Automatic,Brown,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Maruti Suzuki,DZire ZXi AGS,23750,2022,10000,Petrol,Automatic,Bronze,First,Individual,1197,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3995,1735,1515,5,37
Audi,Q7 45 TDI Technology Pack,147500,2018,47000,Diesel,Automatic,Blue,First,Individual,2967,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052,1968,1740,7,75
Maruti Suzuki,Swift VXi,10250,2014,55000,Petrol,Manual,Grey,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Volkswagen,Ameo Trendline 1.5L (D),14375,2017,69508,Diesel,Manual,White,Second,Individual,1498,109 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,3995,1682,1483,5,45
Honda,City ZX Diesel,36250,2022,2500,Diesel,Manual,White,First,Individual,1498,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4549,1748,1489,5,40
Maruti Suzuki,SX4 VXi,4625,2010,64000,Petrol,Manual,Silver,First,Individual,1586,102@5500,145@4200,,4490,1735,1560,5,50
Mercedes-Benz,E-Class E200 CGI Blue Efficiency,41250,2014,53089,Petrol,Automatic,Silver,Second,Individual,1796,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD,4868,1854,1470,5,80
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT [2018-2020],20575,2018,90000,Petrol,Automatic,Green,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43
Tata,Harrier XZ,52375,2021,23000,Diesel,Manual,Red,First,Individual,1956,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598,1894,1706,5,50
Maruti Suzuki,Wagon R LXi,8750,2012,55000,Petrol,Manual,Blue,First,Individual,998,68@6200,90@3500,,3539,1475,1700,5,35
Hyundai,Grand i10 Magna U2 1.2 CRDi,8375,2016,64000,Diesel,Manual,White,Second,Individual,1186,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD,3765,1660,1520,5,43
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,16225,2020,52236,Petrol,Manual,Silver,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Honda,City 1.5 V MT,10000,2013,76000,Petrol,Manual,White,First,Individual,1497,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440,1695,1485,5,42
BMW,3-Series 330i M Sport Edition,137500,2020,19000,Petrol,Automatic,Black,First,Individual,1998,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,4633,1811,1429,5,57
Toyota,Fortuner 3.0 4x2 MT,34375,2013,97000,Diesel,Manual,White,First,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Hyundai,Creta SX Plus 1.6 AT CRDI,29750,2018,76000,Diesel,Automatic,White,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Tata,Harrier XT Plus Dark Edition,48250,2021,15000,Diesel,Manual,Black,First,Individual,1956,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598,1894,1706,5,50
Toyota,Innova 2.5 GX BS IV 7 STR,24750,2015,98000,Diesel,Manual,Gold,First,Individual,2494,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,4585,1765,1760,7,55
Hyundai,Elite i20 Asta 1.2 (O) [2016],18125,2017,36597,Petrol,Manual,Red,Second,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
Mercedes-Benz,C-Class C220d Progressive,152500,2022,500,Diesel,Automatic,Grey,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66
Maruti Suzuki,Ciaz VXi,14375,2015,48000,Petrol,Manual,Red,First,Individual,1373,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
Land Rover,Discovery Sport HSE Luxury,80000,2016,55000,Diesel,Automatic,Blue,Second,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600,2069,1690,7,65
Toyota,Innova ZX 2.4 AT 7 STR,71250,2022,16000,Diesel,Automatic,White,First,Individual,2393,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55
Maruti Suzuki,Ertiga ZXI+,18125,2016,53000,Petrol,Manual,Grey,First,Individual,1373,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45
Nissan,Sunny XV Diesel,9500,2013,35000,Diesel,Manual,Grey,First,Individual,1461,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,FWD,4425,1695,1505,5,41
Honda,Amaze 1.2 VX AT i-VTEC,10875,2014,50000,Petrol,Automatic,White,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3990,1680,1505,5,35
Volkswagen,Polo Comfortline 1.2L (P),10625,2016,52600,Petrol,Manual,Silver,First,Individual,1198,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3971,1682,1469,5,45
Honda,Amaze 1.2 E MT Petrol [2018-2020],16875,2020,25000,Petrol,Manual,White,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995,1695,1501,5,35
Hyundai,Xcent S 1.2,9975,2014,74000,Petrol,Manual,White,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1660,1520,5,43
Volkswagen,Vento Highline Diesel AT,17125,2015,85000,Diesel,Automatic,Grey,First,Individual,1498,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4384,1699,1466,5,55
Maruti Suzuki,Ritz VXI BS-IV,6625,2011,28000,Petrol,Manual,Silver,First,Individual,,,,,,,,,
Volkswagen,Vento Highline Plus 1.6 (P),23500,2021,35000,Petrol,Manual,Maroon,First,Corporate,1598,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4390,1699,1467,5,55
Mercedes-Benz,GLS 450 4MATIC,327500,2021,17000,Petrol,Automatic,White,First,Individual,2999,362 bhp @ 5500 rpm,500 Nm @ 1600 rpm,AWD,5207,2157,1823,7,90
Audi,Q5 2.0 TDI quattro Technology Pack,67250,2016,57000,Diesel,Automatic,White,First,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629,1898,1653,5,75
Honda,City VX,31375,2021,10000,Petrol,Manual,White,First,Corporate,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Audi,Q5 3.0 TDI quattro,20625,2009,63300,Diesel,Automatic,White,First,Individual,2967,240@4000,500@1500,,4628,1879,1651,5,75
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],9750,2014,46000,Petrol,Manual,Orange,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Hyundai,Verna Fluidic 1.6 CRDi SX Opt,13125,2014,64000,Diesel,Manual,White,Second,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
Audi,Q2 Premium 40 TFSI quattro,86250,2022,4600,Petrol,Automatic,Blue,First,Individual,1984,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4318,1805,1548,5,55
Mercedes-Benz,CLA 200 CDI Sport (CBU),70625,2018,23000,Diesel,Automatic,Red,First,Individual,2143,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4630,1777,1432,5,
Mahindra,XUV500 W10,27250,2017,144933,Diesel,Manual,White,First,Individual,2179,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70
Honda,City 1.5 S MT,6875,2009,80000,Petrol,Manual,Grey,First,Individual,1497,118@6600,146@4600,FWD,4420,1695,1480,5,42
Toyota,Etios 1.2 G,10875,2015,32545,Petrol,Manual,Silver,First,Individual,1197,79 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD,3895,1735,1555,5,45
Hyundai,Tucson GL 2WD AT Diesel,52250,2019,31000,Diesel,Automatic,White,First,Individual,1995,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4475,1850,1660,5,62
Maruti Suzuki,Swift DZire VDI,12500,2015,50000,Diesel,Manual,Silver,Second,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Maruti Suzuki,Swift DZire VDI,10000,2015,65000,Diesel,Manual,Silver,Second,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Hyundai,i10 Era 1.1 iRDE2 [2010-2017],5625,2012,26000,Petrol,Manual,White,First,Individual,1086,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD,3585,1595,1550,5,35
Mahindra,XUV300 1.5 W6 [2019-2020],24125,2021,27000,Diesel,Manual,Black,First,Individual,1497,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995,1821,1627,5,42
Hyundai,Creta E Plus 1.4 CRDI,20625,2017,62000,Diesel,Manual,White,First,Individual,1396,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,4270,1780,1630,5,60
Hyundai,Santro GL Plus,6375,2012,17000,Petrol,Manual,Silver,First,Individual,1086,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,FWD,3565,1525,1590,5,35
Mahindra,Bolero SLE BS IV,13125,2015,39234,Diesel,Manual,White,Second,Individual,2523,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,4107,1745,1880,7,60
Ford,Ecosport Trend 1.5 TDCi,7125,2013,72000,Diesel,Manual,Silver,First,Individual,1498,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,3999,1765,1708,5,52
Chevrolet,Beat LT Diesel,5750,2011,41215,Diesel,Manual,Silver,First,Individual,936,58 bhp @ 4000 rpm,150 Nm @ 1750 rpm,FWD,3640,1595,1520,5,35
Volvo,XC40 T4 R-Design,110000,2020,16519,Petrol,Automatic,White,First,Corporate,1969,187 bhp @ 5000 rpm,300 Nm @ 1300 rpm,FWD,4425,1863,1652,5,54
Maruti Suzuki,Alto VXi,5000,2011,51000,Petrol,Manual,Orange,Second,Individual,998,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620,1475,1460,5,35
Maruti Suzuki,Vitara Brezza ZDi Plus AGS,25275,2019,74179,Diesel,Automatic,Silver,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],162500,2020,13000,Diesel,Automatic,Silver,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66
Maruti Suzuki,S-Cross Alpha 1.6,26575,2019,31056,Diesel,Manual,Others,First,Individual,1598,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
Maruti Suzuki,Ertiga VXI AT,16875,2016,49148,Petrol,Automatic,Blue,Second,Individual,1373,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4265,1695,1685,7,45
Mercedes-Benz,E-Class E 220 d Avantgarde,186875,2021,13000,Diesel,Automatic,Black,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80
Mercedes-Benz,GLC 220d 4MATIC Progressive,175000,2021,19000,Diesel,Automatic,Black,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66
Audi,Q5 2.0 TDI quattro Premium,54375,2015,152000,Diesel,Automatic,White,First,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4629,1898,1653,5,75
Honda,City VX CVT,17250,2015,59000,Petrol,Automatic,Silver,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Audi,A3 35 TDI Technology + Sunroof,38125,2016,32000,Diesel,Automatic,Red,First,Individual,1968,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50
Honda,Accord 2.4 AT,11875,2011,72000,Petrol,Automatic,Gold,First,Individual,2354,178 bhp @ 6500 rpm,222 Nm @ 4300 rpm,FWD,4950,1845,1475,5,70
Hyundai,Verna SX Plus 1.6 CRDi AT,28075,2017,80000,Diesel,Automatic,Silver,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45
Maruti Suzuki,Ertiga ZXi AT,24750,2019,21894,Petrol,Automatic,White,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4395,1735,1690,7,45
BMW,5-Series 530d M Sport [2013-2017],131250,2018,21000,Diesel,Automatic,Blue,First,Individual,2993,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65
Honda,Amaze 1.5 VX i-DTEC,12875,2015,63587,Diesel,Manual,Brown,First,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990,1680,1505,5,35
Maruti Suzuki,Ciaz Delta Hybrid 1.5 AT [2018-2020],21250,2019,32000,Petrol,Automatic,Grey,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43
Maruti Suzuki,Vitara Brezza VDi,21625,2018,53694,Diesel,Manual,Grey,Second,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Maruti Suzuki,Swift DZire VDi,9125,2009,140000,Diesel,Manual,White,Second,Individual,1248,75@4000,190@2000,FWD,4160,1690,1530,5,43
Mercedes-Benz,GL-Class 350 CDI,84750,2015,91100,Diesel,Automatic,Silver,First,Individual,2987,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100
Audi,A6 2.0 TDI Premium Plus,36250,2014,58000,Diesel,Automatic,Black,Second,Individual,1968,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65
Hyundai,i20 Asta 1.4 CRDI,10875,2012,76148,Diesel,Manual,Silver,First,Individual,1396,90@4000,220@1750,,3940,1710,1505,5,45
Mahindra,Scorpio S2,16250,2015,104000,Diesel,Manual,White,First,Individual,2523,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456,1820,1930,8,60
Audi,A4 2.0 TDI (177bhp) Premium Plus,29375,2013,50000,Diesel,Automatic,White,First,Individual,1968,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63
Hyundai,Eon Magna +,8125,2017,56000,Petrol,Manual,Silver,First,Individual,814,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495,1550,1500,5,32
Renault,Duster 85 PS RxL Diesel,13125,2014,48000,Diesel,Manual,Silver,First,Individual,1461,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50
Maruti Suzuki,Ertiga ZXi Plus,30625,2021,23000,Petrol,Manual,White,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4395,1735,1690,7,45
Mercedes-Benz,A-Class Sedan 200d,105000,2021,5600,Diesel,Automatic,Grey,UnRegistered Car,Individual,1950,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD,4549,1796,1446,5,43
Hyundai,Elite i20 Asta 1.2,13750,2015,33000,Petrol,Manual,Red,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
Hyundai,Creta SX 1.6 CRDi,31875,2019,58900,Diesel,Manual,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55
Jeep,Compass Longitude (O) 2.0 Diesel [2017-2020],39625,2019,65000,Diesel,Manual,White,First,Individual,,,,,4395,1818,1640,5,60
Toyota,Innova 2.5 V 7 STR,24000,2012,222000,Diesel,Manual,Silver,First,Individual,2494,102@5600,200@1400,,4555,1770,1755,7,55
Land Rover,Discovery Sport HSE Luxury,97500,2016,20000,Diesel,Automatic,Grey,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600,2069,1690,7,65
Renault,Kwid RXT [2015-2019],10875,2019,32000,Petrol,Manual,Grey,First,Individual,799,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28
Mahindra,Bolero SLE BS III,16250,2017,62000,Diesel,Manual,White,First,Individual,2523,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,4107,1745,1880,7,
Maruti Suzuki,Ertiga VXI,19375,2017,71000,Petrol,Manual,Silver,First,Individual,1373,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45
Hyundai,i10 Sportz 1.2 AT,4625,2008,61000,Petrol,Automatic,Black,Third,Individual,1197,80@5200,111@4000,FWD,3565,1595,1550,5,35
Maruti Suzuki,Ritz VXI BS-IV,5125,2011,42152,Petrol,Manual,Brown,First,Corporate,,,,,,,,,
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],14000,2017,29000,Petrol,Manual,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Toyota,Innova 2.5 ZX 7 STR BS-IV,25000,2014,158690,Diesel,Manual,Silver,Second,Individual,2494,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585,1760,1760,7,55
Mercedes-Benz,GLE 350 d,125000,2016,61000,Diesel,Automatic,Grey,First,Individual,2987,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
Maruti Suzuki,Ciaz ZDi (O) [2014-2015],15875,2016,92000,Diesel,Manual,White,Second,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
Maruti Suzuki,DZire VXi,16250,2020,42000,Petrol,Manual,White,First,Individual,1197,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3995,1735,1515,5,37
Datsun,Go T (O),8625,2019,60969,Petrol,Manual,Silver,First,Individual,1198,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785,1635,1485,5,35
Mahindra,XUV500 W6 2013,21625,2017,93000,Diesel,Manual,White,First,Individual,2179,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585,1890,1785,7,70
Audi,A4 2.0 TDI (143bhp),34500,2014,100000,Diesel,Automatic,Black,First,Individual,1968,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63
Maruti Suzuki,Ciaz S 1.4 MT,14625,2018,31000,Petrol,Manual,Brown,First,Individual,1373,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
Toyota,Glanza G,17250,2020,55000,Petrol,Manual,Blue,First,Individual,1197,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995,1745,1510,5,37
Maruti Suzuki,Wagon R LXI CNG (O),9500,2018,68320,CNG,Manual,Silver,First,Individual,998,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35
Tata,Hexa XM 4x2 7 STR,21250,2018,65000,Diesel,Manual,White,First,Individual,2179,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788,1903,1791,7,60
Toyota,Fortuner 3.0 4x4 MT,43750,2013,95000,Diesel,Manual,White,Second,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705,1840,1850,7,80
Maruti Suzuki,Ritz Vdi BS-IV,6875,2013,85785,Diesel,Manual,Silver,Second,Individual,1248,73 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3775,1680,1620,5,43
Volkswagen,Vento Comfortline 1.6 (P),17250,2018,38000,Petrol,Manual,Gold,First,Individual,1598,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4390,1699,1467,5,55
Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,28250,2020,12905,Petrol,Manual,White,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],57375,2019,26000,Diesel,Automatic,Silver,First,Individual,2755,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,7,55
Mercedes-Benz,A-Class Sedan 200,102500,2021,9000,Petrol,Automatic,Blue,First,Individual,1332,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549,1796,1446,5,43
Tata,Nexon XM Diesel,18125,2018,65000,Diesel,Manual,White,Second,Individual,1497,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994,1811,1607,5,44
Hyundai,Elite i20 Magna Executive 1.2,14875,2019,48000,Petrol,Manual,White,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,40
Hyundai,i10 Magna 1.2 Kappa2,7250,2011,91000,Petrol,Manual,White,First,Individual,1197,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
Hyundai,i20 Sportz 1.2 BS-IV,8750,2011,84873,Petrol,Manual,Red,Second,Individual,,,,,,,,,
Jeep,Wrangler Rubicon,152500,2022,15000,Petrol,Automatic,Red,First,Individual,1995,268 bhp @ 5150 rpm,400 Nm @ 3000 rpm,AWD,4882,1894,1848,5,81
Mahindra,XUV300 1.5 W6 [2019-2020],27000,2020,52000,Diesel,Manual,White,First,Individual,1497,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995,1821,1627,5,42
Toyota,Etios GD,7475,2013,90000,Diesel,Manual,Blue,Third,Individual,1364,68 bhp @ 3600 rpm,170 Nm @ 2400 rpm,FWD,4265,1695,1510,5,45
Maruti Suzuki,Swift Lxi (O) [2014-2017],14375,2018,58000,Petrol + CNG,Manual,Silver,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42
Honda,Amaze 1.2 S AT i-VTEC,9750,2014,67000,Petrol,Automatic,Red,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990,1680,1505,5,35
